Date,Price
12/29/1978,226.0
1/1/1979,226.0
1/2/1979,226.8
1/3/1979,218.6
1/4/1979,223.2
1/5/1979,225.5
1/8/1979,223.1
1/9/1979,224.0
1/10/1979,220.7
1/11/1979,220.7
1/12/1979,217.6
1/15/1979,216.9
1/16/1979,220.7
1/17/1979,227.3
1/18/1979,231.8
1/19/1979,230.6
1/22/1979,235.0
1/23/1979,230.0
1/24/1979,236.1
1/25/1979,233.9
1/26/1979,235.5
1/29/1979,235.2
1/30/1979,233.5
1/31/1979,233.7
2/1/1979,229.4
2/2/1979,230.3
2/5/1979,243.1
2/6/1979,244.5
2/7/1979,251.6
2/8/1979,250.5
2/9/1979,246.8
2/12/1979,244.3
2/13/1979,240.6
2/14/1979,240.7
2/15/1979,247.8
2/16/1979,247.1
2/19/1979,248.1
2/20/1979,247.0
2/21/1979,250.8
2/22/1979,252.4
2/23/1979,251.0
2/26/1979,248.6
2/27/1979,247.9
2/28/1979,251.3
3/1/1979,248.8
3/2/1979,248.0
3/5/1979,238.2
3/6/1979,239.8
3/7/1979,242.3
3/8/1979,239.2
3/9/1979,241.0
3/12/1979,240.0
3/13/1979,239.1
3/14/1979,239.5
3/15/1979,240.1
3/16/1979,244.0
3/19/1979,242.3
3/20/1979,242.1
3/21/1979,239.9
3/22/1979,242.9
3/23/1979,242.5
3/26/1979,245.3
3/27/1979,244.4
3/28/1979,244.4
3/29/1979,241.5
3/30/1979,240.1
4/2/1979,239.7
4/3/1979,240.0
4/4/1979,239.8
4/5/1979,240.7
4/6/1979,239.8
4/9/1979,240.2
4/10/1979,239.8
4/11/1979,238.4
4/12/1979,234.0
4/13/1979,234.0
4/16/1979,234.0
4/17/1979,231.9
4/18/1979,233.2
4/19/1979,240.9
4/20/1979,236.4
4/23/1979,236.9
4/24/1979,239.7
4/25/1979,241.8
4/26/1979,242.2
4/27/1979,243.7
4/30/1979,245.3
5/1/1979,247.3
5/2/1979,246.3
5/3/1979,246.5
5/4/1979,248.5
5/7/1979,248.5
5/8/1979,249.0
5/9/1979,248.0
5/10/1979,252.3
5/11/1979,251.5
5/14/1979,251.0
5/15/1979,255.5
5/16/1979,256.5
5/17/1979,256.8
5/18/1979,256.4
5/21/1979,262.0
5/22/1979,265.4
5/23/1979,264.2
5/24/1979,263.8
5/25/1979,270.6
5/28/1979,270.6
5/29/1979,273.8
5/30/1979,270.3
5/31/1979,274.6
6/1/1979,275.1
6/4/1979,272.9
6/5/1979,274.8
6/6/1979,280.0
6/7/1979,276.1
6/8/1979,280.0
6/11/1979,282.4
6/12/1979,277.8
6/13/1979,276.6
6/14/1979,279.0
6/15/1979,280.0
6/18/1979,278.0
6/19/1979,280.3
6/20/1979,281.4
6/21/1979,282.3
6/22/1979,283.5
6/25/1979,283.9
6/26/1979,281.5
6/27/1979,281.8
6/28/1979,275.9
6/29/1979,277.5
7/2/1979,282.5
7/3/1979,281.4
7/4/1979,283.5
7/5/1979,288.3
7/6/1979,290.3
7/9/1979,287.9
7/10/1979,290.5
7/11/1979,290.3
7/12/1979,290.8
7/13/1979,287.5
7/16/1979,292.8
7/17/1979,296.3
7/18/1979,302.2
7/19/1979,299.2
7/20/1979,298.8
7/23/1979,304.9
7/24/1979,305.3
7/25/1979,303.4
7/26/1979,305.2
7/27/1979,305.8
7/30/1979,301.4
7/31/1979,296.5
8/1/1979,290.1
8/2/1979,291.5
8/3/1979,286.5
8/6/1979,282.7
8/7/1979,285.1
8/8/1979,289.0
8/9/1979,297.1
8/10/1979,303.8
8/13/1979,298.8
8/14/1979,292.0
8/15/1979,301.9
8/16/1979,297.9
8/17/1979,300.6
8/20/1979,298.8
8/21/1979,300.5
8/22/1979,311.0
8/23/1979,310.1
8/24/1979,314.8
8/27/1979,314.8
8/28/1979,316.8
8/29/1979,315.2
8/30/1979,319.2
8/31/1979,315.1
9/3/1979,322.9
9/4/1979,325.0
9/5/1979,329.0
9/6/1979,335.5
9/7/1979,329.2
9/10/1979,336.3
9/11/1979,339.5
9/12/1979,337.1
9/13/1979,333.0
9/14/1979,345.8
9/17/1979,351.8
9/18/1979,375.8
9/19/1979,369.0
9/20/1979,380.0
9/21/1979,369.0
9/24/1979,380.4
9/25/1979,376.7
9/26/1979,373.8
9/27/1979,395.5
9/28/1979,397.3
10/1/1979,414.8
10/2/1979,426.0
10/3/1979,402.0
10/4/1979,384.0
10/5/1979,385.0
10/8/1979,372.0
10/9/1979,385.8
10/10/1979,413.0
10/11/1979,401.5
10/12/1979,395.0
10/15/1979,402.9
10/16/1979,394.3
10/17/1979,386.0
10/18/1979,380.5
10/19/1979,393.0
10/22/1979,392.0
10/23/1979,385.0
10/24/1979,395.0
10/25/1979,391.8
10/26/1979,375.0
10/29/1979,374.0
10/30/1979,377.6
10/31/1979,382.0
11/1/1979,378.5
11/2/1979,372.8
11/5/1979,381.0
11/6/1979,384.3
11/7/1979,395.0
11/8/1979,389.5
11/9/1979,389.5
11/12/1979,393.3
11/13/1979,387.2
11/14/1979,390.0
11/15/1979,386.0
11/16/1979,390.4
11/19/1979,389.9
11/20/1979,387.8
11/21/1979,396.2
11/22/1979,393.2
11/23/1979,392.0
11/26/1979,395.3
11/27/1979,393.8
11/28/1979,411.2
11/29/1979,411.7
11/30/1979,415.7
12/3/1979,428.8
12/4/1979,431.2
12/5/1979,426.4
12/6/1979,433.8
12/7/1979,430.4
12/10/1979,431.2
12/11/1979,445.5
12/12/1979,446.3
12/13/1979,458.8
12/14/1979,456.8
12/17/1979,469.5
12/18/1979,477.8
12/19/1979,488.5
12/20/1979,471.5
12/21/1979,473.1
12/24/1979,473.1
12/25/1979,473.1
12/26/1979,473.1
12/27/1979,473.1
12/28/1979,512.0
12/31/1979,512.0
1/1/1980,512.0
1/2/1980,559.5
1/3/1980,634.0
1/4/1980,588.0
1/7/1980,633.5
1/8/1980,610.0
1/9/1980,607.2
1/10/1980,602.9
1/11/1980,623.0
1/14/1980,660.0
1/15/1980,684.0
1/16/1980,760.0
1/17/1980,750.0
1/18/1980,835.0
1/21/1980,850.0
1/22/1980,737.5
1/23/1980,695.0
1/24/1980,717.0
1/25/1980,668.0
1/28/1980,624.0
1/29/1980,674.3
1/30/1980,691.0
1/31/1980,653.0
2/1/1980,676.5
2/4/1980,669.8
2/5/1980,682.0
2/6/1980,709.0
2/7/1980,699.3
2/8/1980,692.0
2/11/1980,710.5
2/12/1980,694.5
2/13/1980,696.8
2/14/1980,682.0
2/15/1980,667.0
2/18/1980,661.5
2/19/1980,652.3
2/20/1980,606.0
2/21/1980,665.0
2/22/1980,630.0
2/25/1980,616.5
2/26/1980,642.3
2/27/1980,636.0
2/28/1980,646.0
2/29/1980,637.0
3/3/1980,633.8
3/4/1980,631.3
3/5/1980,643.5
3/6/1980,626.0
3/7/1980,609.0
3/10/1980,585.0
3/11/1980,570.3
3/12/1980,585.7
3/13/1980,556.5
3/14/1980,523.0
3/17/1980,484.0
3/18/1980,481.5
3/19/1980,527.0
3/20/1980,561.0
3/21/1980,525.0
3/24/1980,558.3
3/25/1980,547.3
3/26/1980,507.5
3/27/1980,485.3
3/28/1980,490.0
3/31/1980,494.5
4/1/1980,509.5
4/2/1980,500.5
4/3/1980,485.8
4/4/1980,485.8
4/7/1980,485.8
4/8/1980,528.0
4/9/1980,554.0
4/10/1980,526.0
4/11/1980,530.5
4/14/1980,529.8
4/15/1980,497.5
4/16/1980,520.0
4/17/1980,513.0
4/18/1980,515.6
4/21/1980,506.0
4/22/1980,502.4
4/23/1980,506.5
4/24/1980,515.7
4/25/1980,551.5
4/28/1980,524.3
4/29/1980,513.8
4/30/1980,518.0
5/1/1980,490.0
5/2/1980,512.5
5/5/1980,512.5
5/6/1980,512.5
5/7/1980,510.0
5/8/1980,515.8
5/9/1980,508.3
5/12/1980,513.3
5/13/1980,512.0
5/14/1980,525.0
5/15/1980,517.0
5/16/1980,516.5
5/19/1980,513.8
5/20/1980,507.8
5/21/1980,513.5
5/22/1980,501.0
5/23/1980,511.3
5/26/1980,511.3
5/27/1980,514.8
5/28/1980,526.5
5/29/1980,519.6
5/30/1980,535.5
6/2/1980,561.5
6/3/1980,552.5
6/4/1980,571.5
6/5/1980,581.8
6/6/1980,597.0
6/9/1980,623.8
6/10/1980,604.0
6/11/1980,596.0
6/12/1980,590.0
6/13/1980,608.4
6/16/1980,595.0
6/17/1980,591.8
6/18/1980,602.5
6/19/1980,599.0
6/20/1980,602.9
6/23/1980,596.5
6/24/1980,603.0
6/25/1980,622.5
6/26/1980,624.5
6/27/1980,637.5
6/30/1980,653.5
7/1/1980,660.0
7/2/1980,661.5
7/3/1980,663.5
7/4/1980,666.5
7/7/1980,667.5
7/8/1980,687.5
7/9/1980,671.0
7/10/1980,656.5
7/11/1980,667.0
7/14/1980,650.0
7/15/1980,619.5
7/16/1980,624.8
7/17/1980,627.3
7/18/1980,606.0
7/21/1980,617.5
7/22/1980,613.0
7/23/1980,631.3
7/24/1980,643.0
7/25/1980,651.8
7/28/1980,643.5
7/29/1980,646.8
7/30/1980,629.0
7/31/1980,614.3
8/1/1980,622.0
8/4/1980,630.8
8/5/1980,630.5
8/6/1980,627.8
8/7/1980,629.5
8/8/1980,630.0
8/11/1980,617.0
8/12/1980,605.0
8/13/1980,615.3
8/14/1980,626.0
8/15/1980,624.5
8/18/1980,612.3
8/19/1980,624.0
8/20/1980,634.8
8/21/1980,645.3
8/22/1980,639.2
8/25/1980,639.2
8/26/1980,628.9
8/27/1980,633.9
8/28/1980,635.3
8/29/1980,631.3
9/1/1980,628.8
9/2/1980,640.0
9/3/1980,636.8
9/4/1980,647.3
9/5/1980,651.0
9/8/1980,672.0
9/9/1980,670.5
9/10/1980,686.5
9/11/1980,674.0
9/12/1980,685.5
9/15/1980,666.5
9/16/1980,668.0
9/17/1980,673.0
9/18/1980,672.0
9/19/1980,674.0
9/22/1980,710.0
9/23/1980,711.0
9/24/1980,710.5
9/25/1980,697.8
9/26/1980,698.8
9/29/1980,679.3
9/30/1980,666.8
10/1/1980,682.0
10/2/1980,665.8
10/3/1980,660.5
10/6/1980,675.5
10/7/1980,678.2
10/8/1980,677.0
10/9/1980,690.0
10/10/1980,685.3
10/13/1980,679.8
10/14/1980,668.5
10/15/1980,678.0
10/16/1980,674.0
10/17/1980,670.5
10/20/1980,657.0
10/21/1980,652.5
10/22/1980,660.0
10/23/1980,634.5
10/24/1980,633.0
10/27/1980,637.3
10/28/1980,631.8
10/29/1980,644.0
10/30/1980,642.5
10/31/1980,629.0
11/3/1980,640.5
11/4/1980,646.0
11/5/1980,652.0
11/6/1980,632.0
11/7/1980,596.0
11/10/1980,612.5
11/11/1980,598.5
11/12/1980,619.5
11/13/1980,622.0
11/14/1980,612.5
11/17/1980,611.8
11/18/1980,619.0
11/19/1980,629.8
11/20/1980,630.5
11/21/1980,634.8
11/24/1980,631.0
11/25/1980,616.3
11/26/1980,623.0
11/27/1980,622.0
11/28/1980,619.8
12/1/1980,635.0
12/2/1980,627.0
12/3/1980,627.3
12/4/1980,631.5
12/5/1980,617.0
12/8/1980,617.3
12/9/1980,604.0
12/10/1980,579.0
12/11/1980,558.0
12/12/1980,562.8
12/15/1980,579.0
12/16/1980,561.0
12/17/1980,575.5
12/18/1980,573.5
12/19/1980,575.0
12/22/1980,594.8
12/23/1980,602.5
12/24/1980,602.5
12/25/1980,602.5
12/26/1980,602.5
12/29/1980,593.8
12/30/1980,589.8
12/31/1980,589.8
1/1/1981,589.8
1/2/1981,589.8
1/5/1981,597.5
1/6/1981,599.3
1/7/1981,585.0
1/8/1981,574.8
1/9/1981,577.8
1/12/1981,562.0
1/13/1981,562.8
1/14/1981,556.5
1/15/1981,571.5
1/16/1981,560.8
1/19/1981,566.8
1/20/1981,562.0
1/21/1981,578.0
1/22/1981,564.0
1/23/1981,553.0
1/26/1981,528.5
1/27/1981,524.0
1/28/1981,523.5
1/29/1981,493.8
1/30/1981,506.5
2/2/1981,493.5
2/3/1981,486.3
2/4/1981,505.0
2/5/1981,498.5
2/6/1981,500.5
2/9/1981,512.5
2/10/1981,519.5
2/11/1981,501.0
2/12/1981,490.3
2/13/1981,491.5
2/16/1981,490.3
2/17/1981,500.8
2/18/1981,505.0
2/19/1981,503.3
2/20/1981,511.5
2/23/1981,501.5
2/24/1981,503.0
2/25/1981,500.5
2/26/1981,492.0
2/27/1981,489.0
3/2/1981,465.5
3/3/1981,471.0
3/4/1981,465.5
3/5/1981,461.5
3/6/1981,467.0
3/9/1981,474.3
3/10/1981,487.3
3/11/1981,476.3
3/12/1981,478.0
3/13/1981,492.0
3/16/1981,499.8
3/17/1981,493.3
3/18/1981,506.0
3/19/1981,510.0
3/20/1981,516.8
3/23/1981,526.0
3/24/1981,536.3
3/25/1981,528.0
3/26/1981,539.5
3/27/1981,538.8
3/30/1981,526.5
3/31/1981,513.8
4/1/1981,514.3
4/2/1981,519.5
4/3/1981,523.0
4/6/1981,533.8
4/7/1981,514.3
4/8/1981,508.5
4/9/1981,503.0
4/10/1981,493.5
4/13/1981,473.8
4/14/1981,483.0
4/15/1981,476.3
4/16/1981,482.5
4/17/1981,482.5
4/20/1981,482.5
4/21/1981,481.0
4/22/1981,501.0
4/23/1981,488.5
4/24/1981,494.5
4/27/1981,483.0
4/28/1981,482.8
4/29/1981,477.3
4/30/1981,482.8
5/1/1981,487.5
5/4/1981,487.5
5/5/1981,476.3
5/6/1981,482.0
5/7/1981,477.8
5/8/1981,485.8
5/11/1981,493.0
5/12/1981,484.0
5/13/1981,484.3
5/14/1981,476.5
5/15/1981,485.0
5/18/1981,481.8
5/19/1981,481.5
5/20/1981,479.8
5/21/1981,475.0
5/22/1981,472.8
5/25/1981,472.8
5/26/1981,466.5
5/27/1981,466.8
5/28/1981,479.0
5/29/1981,479.3
6/1/1981,483.3
6/2/1981,474.0
6/3/1981,475.5
6/4/1981,462.5
6/5/1981,460.0
6/8/1981,473.5
6/9/1981,460.5
6/10/1981,465.3
6/11/1981,464.3
6/12/1981,472.0
6/15/1981,471.8
6/16/1981,461.5
6/17/1981,461.8
6/18/1981,459.0
6/19/1981,458.3
6/22/1981,462.0
6/23/1981,466.5
6/24/1981,462.0
6/25/1981,446.5
6/26/1981,442.0
6/29/1981,428.8
6/30/1981,426.0
7/1/1981,422.0
7/2/1981,414.5
7/3/1981,414.0
7/6/1981,403.8
7/7/1981,405.0
7/8/1981,397.8
7/9/1981,406.3
7/10/1981,416.5
7/13/1981,413.0
7/14/1981,402.3
7/15/1981,412.3
7/16/1981,418.3
7/17/1981,415.0
7/20/1981,412.5
7/21/1981,406.0
7/22/1981,411.5
7/23/1981,407.8
7/24/1981,407.5
7/27/1981,408.8
7/28/1981,401.5
7/29/1981,401.5
7/30/1981,402.3
7/31/1981,406.0
8/3/1981,392.5
8/4/1981,391.3
8/5/1981,392.4
8/6/1981,393.3
8/7/1981,397.3
8/10/1981,393.8
8/11/1981,401.0
8/12/1981,417.5
8/13/1981,407.3
8/14/1981,413.0
8/17/1981,411.5
8/18/1981,420.0
8/19/1981,431.5
8/20/1981,429.0
8/21/1981,429.5
8/24/1981,422.0
8/25/1981,409.8
8/26/1981,414.0
8/27/1981,411.8
8/28/1981,425.0
8/31/1981,425.0
9/1/1981,421.5
9/2/1981,430.0
9/3/1981,436.5
9/4/1981,439.5
9/7/1981,436.5
9/8/1981,439.0
9/9/1981,436.8
9/10/1981,451.5
9/11/1981,448.3
9/14/1981,451.3
9/15/1981,456.0
9/16/1981,449.0
9/17/1981,459.0
9/18/1981,447.0
9/21/1981,463.5
9/22/1981,462.0
9/23/1981,456.5
9/24/1981,446.3
9/25/1981,450.5
9/28/1981,421.5
9/29/1981,431.8
9/30/1981,428.8
10/1/1981,436.8
10/2/1981,435.0
10/5/1981,441.3
10/6/1981,443.0
10/7/1981,445.5
10/8/1981,443.3
10/9/1981,453.5
10/12/1981,449.5
10/13/1981,443.3
10/14/1981,444.3
10/15/1981,446.7
10/16/1981,443.8
10/19/1981,436.7
10/20/1981,437.3
10/21/1981,429.0
10/22/1981,433.8
10/23/1981,432.5
10/26/1981,426.0
10/27/1981,427.4
10/28/1981,430.8
10/29/1981,424.5
10/30/1981,427.0
11/2/1981,430.0
11/3/1981,428.3
11/4/1981,431.3
11/5/1981,428.5
11/6/1981,428.3
11/9/1981,429.8
11/10/1981,418.5
11/11/1981,412.0
11/12/1981,411.5
11/13/1981,412.5
11/16/1981,404.3
11/17/1981,398.8
11/18/1981,403.8
11/19/1981,401.0
11/20/1981,401.5
11/23/1981,396.8
11/24/1981,399.3
11/25/1981,409.5
11/26/1981,409.5
11/27/1981,411.5
11/30/1981,414.5
12/1/1981,402.5
12/2/1981,406.8
12/3/1981,416.5
12/4/1981,426.0
12/7/1981,416.8
12/8/1981,415.3
12/9/1981,410.3
12/10/1981,405.5
12/11/1981,409.8
12/14/1981,417.5
12/15/1981,413.3
12/16/1981,416.8
12/17/1981,416.3
12/18/1981,415.8
12/21/1981,410.5
12/22/1981,399.6
12/23/1981,400.4
12/24/1981,400.4
12/25/1981,400.4
12/28/1981,400.4
12/29/1981,395.0
12/30/1981,397.5
12/31/1981,397.5
1/1/1982,397.5
1/4/1982,395.0
1/5/1982,403.5
1/6/1982,401.5
1/7/1982,396.5
1/8/1982,400.3
1/11/1982,388.3
1/12/1982,389.0
1/13/1982,380.0
1/14/1982,374.8
1/15/1982,379.3
1/18/1982,373.8
1/19/1982,375.3
1/20/1982,371.5
1/21/1982,376.0
1/22/1982,377.3
1/25/1982,372.0
1/26/1982,376.5
1/27/1982,381.8
1/28/1982,383.5
1/29/1982,387.0
2/1/1982,379.5
2/2/1982,379.2
2/3/1982,378.0
2/4/1982,383.8
2/5/1982,384.3
2/8/1982,379.8
2/9/1982,378.5
2/10/1982,382.2
2/11/1982,380.0
2/12/1982,377.5
2/15/1982,375.3
2/16/1982,375.3
2/17/1982,374.0
2/18/1982,369.3
2/19/1982,369.3
2/22/1982,364.3
2/23/1982,361.0
2/24/1982,362.8
2/25/1982,366.5
2/26/1982,362.6
3/1/1982,361.3
3/2/1982,361.3
3/3/1982,353.8
3/4/1982,346.5
3/5/1982,342.4
3/8/1982,330.5
3/9/1982,329.3
3/10/1982,333.0
3/11/1982,331.8
3/12/1982,323.3
3/15/1982,312.0
3/16/1982,324.5
3/17/1982,316.0
3/18/1982,320.0
3/19/1982,315.8
3/22/1982,320.8
3/23/1982,329.3
3/24/1982,331.8
3/25/1982,327.8
3/26/1982,322.3
3/29/1982,318.5
3/30/1982,324.3
3/31/1982,320.0
4/1/1982,327.0
4/2/1982,327.8
4/5/1982,337.5
4/6/1982,345.5
4/7/1982,354.0
4/8/1982,351.5
4/9/1982,351.5
4/12/1982,351.5
4/13/1982,353.5
4/14/1982,366.8
4/15/1982,363.3
4/16/1982,362.8
4/19/1982,357.0
4/20/1982,343.0
4/21/1982,346.8
4/22/1982,345.0
4/23/1982,352.3
4/26/1982,357.0
4/27/1982,351.8
4/28/1982,354.5
4/29/1982,348.8
4/30/1982,361.3
5/3/1982,361.3
5/4/1982,341.8
5/5/1982,338.4
5/6/1982,334.5
5/7/1982,334.8
5/10/1982,329.0
5/11/1982,332.3
5/12/1982,331.5
5/13/1982,331.0
5/14/1982,333.3
5/17/1982,338.5
5/18/1982,338.0
5/19/1982,342.0
5/20/1982,342.5
5/21/1982,338.5
5/24/1982,329.0
5/25/1982,327.9
5/26/1982,330.3
5/27/1982,324.3
5/28/1982,325.3
5/31/1982,325.3
6/1/1982,318.8
6/2/1982,318.5
6/3/1982,320.4
6/4/1982,318.8
6/7/1982,325.3
6/8/1982,328.8
6/9/1982,326.0
6/10/1982,326.8
6/11/1982,325.3
6/14/1982,320.8
6/15/1982,315.0
6/16/1982,317.0
6/17/1982,309.0
6/18/1982,308.8
6/21/1982,296.8
6/22/1982,304.0
6/23/1982,304.0
6/24/1982,310.3
6/25/1982,305.5
6/28/1982,303.8
6/29/1982,309.0
6/30/1982,317.5
7/1/1982,310.3
7/2/1982,312.8
7/5/1982,315.3
7/6/1982,311.0
7/7/1982,306.8
7/8/1982,313.5
7/9/1982,328.5
7/12/1982,343.0
7/13/1982,352.5
7/14/1982,352.8
7/15/1982,350.3
7/16/1982,347.0
7/19/1982,347.5
7/20/1982,347.8
7/21/1982,366.5
7/22/1982,353.0
7/23/1982,363.3
7/26/1982,352.3
7/27/1982,351.3
7/28/1982,347.0
7/29/1982,342.5
7/30/1982,342.9
8/2/1982,351.4
8/3/1982,349.3
8/4/1982,346.3
8/5/1982,346.5
8/6/1982,344.8
8/9/1982,336.0
8/10/1982,338.3
8/11/1982,333.5
8/12/1982,334.8
8/13/1982,338.0
8/16/1982,341.8
8/17/1982,337.8
8/18/1982,357.8
8/19/1982,356.7
8/20/1982,386.5
8/23/1982,394.5
8/24/1982,407.8
8/25/1982,401.0
8/26/1982,417.0
8/27/1982,418.0
8/30/1982,418.0
8/31/1982,411.5
9/1/1982,405.3
9/2/1982,409.8
9/3/1982,455.0
9/6/1982,474.0
9/7/1982,481.0
9/8/1982,458.0
9/9/1982,466.0
9/10/1982,453.0
9/13/1982,439.0
9/14/1982,454.3
9/15/1982,443.3
9/16/1982,448.5
9/17/1982,441.5
9/20/1982,424.3
9/21/1982,426.5
9/22/1982,443.8
9/23/1982,435.9
9/24/1982,431.0
9/27/1982,413.8
9/28/1982,410.5
9/29/1982,409.8
9/30/1982,397.0
10/1/1982,402.0
10/4/1982,387.5
10/5/1982,390.3
10/6/1982,404.0
10/7/1982,418.5
10/8/1982,433.0
10/11/1982,430.0
10/12/1982,441.3
10/13/1982,428.8
10/14/1982,448.0
10/15/1982,432.5
10/18/1982,428.3
10/19/1982,441.5
10/20/1982,422.0
10/21/1982,432.5
10/22/1982,428.0
10/25/1982,418.6
10/26/1982,419.3
10/27/1982,417.8
10/28/1982,418.3
10/29/1982,423.3
11/1/1982,427.3
11/2/1982,431.0
11/3/1982,427.5
11/4/1982,424.8
11/5/1982,417.5
11/8/1982,407.3
11/9/1982,409.3
11/10/1982,411.0
11/11/1982,401.3
11/12/1982,398.0
11/15/1982,403.3
11/16/1982,407.5
11/17/1982,412.5
11/18/1982,408.5
11/19/1982,417.6
11/22/1982,410.5
11/23/1982,406.0
11/24/1982,409.3
11/25/1982,410.5
11/26/1982,417.8
11/29/1982,434.0
11/30/1982,436.0
12/1/1982,440.3
12/2/1982,446.3
12/3/1982,441.3
12/6/1982,445.3
12/7/1982,454.5
12/8/1982,445.0
12/9/1982,437.5
12/10/1982,435.8
12/13/1982,438.8
12/14/1982,449.4
12/15/1982,437.5
12/16/1982,440.3
12/17/1982,437.0
12/20/1982,440.3
12/21/1982,442.3
12/22/1982,447.3
12/23/1982,445.8
12/24/1982,445.8
12/27/1982,445.8
12/28/1982,445.8
12/29/1982,460.5
12/30/1982,456.9
12/31/1982,456.9
1/3/1983,456.9
1/4/1983,449.5
1/5/1983,454.0
1/6/1983,454.5
1/7/1983,465.0
1/10/1983,474.0
1/11/1983,484.5
1/12/1983,480.5
1/13/1983,488.3
1/14/1983,483.3
1/17/1983,498.5
1/18/1983,485.0
1/19/1983,495.5
1/20/1983,487.3
1/21/1983,485.0
1/24/1983,476.0
1/25/1983,488.8
1/26/1983,486.5
1/27/1983,496.5
1/28/1983,493.8
1/31/1983,499.5
2/1/1983,508.5
2/2/1983,498.3
2/3/1983,503.5
2/4/1983,498.5
2/7/1983,490.3
2/8/1983,497.3
2/9/1983,492.3
2/10/1983,496.0
2/11/1983,504.5
2/14/1983,500.5
2/15/1983,509.3
2/16/1983,508.5
2/17/1983,504.8
2/18/1983,503.5
2/21/1983,504.5
2/22/1983,485.5
2/23/1983,470.3
2/24/1983,475.0
2/25/1983,464.8
2/28/1983,408.5
3/1/1983,414.0
3/2/1983,430.0
3/3/1983,429.5
3/4/1983,412.5
3/7/1983,420.8
3/8/1983,417.5
3/9/1983,426.0
3/10/1983,434.8
3/11/1983,420.5
3/14/1983,428.5
3/15/1983,434.5
3/16/1983,419.0
3/17/1983,416.5
3/18/1983,421.8
3/21/1983,414.5
3/22/1983,421.3
3/23/1983,410.0
3/24/1983,415.5
3/25/1983,411.8
3/28/1983,408.8
3/29/1983,412.8
3/30/1983,418.0
3/31/1983,414.8
4/1/1983,414.8
4/4/1983,414.8
4/5/1983,426.8
4/6/1983,428.5
4/7/1983,425.8
4/8/1983,421.3
4/11/1983,426.8
4/12/1983,432.8
4/13/1983,429.3
4/14/1983,435.5
4/15/1983,436.5
4/18/1983,443.0
4/19/1983,439.5
4/20/1983,433.8
4/21/1983,439.5
4/22/1983,437.0
4/25/1983,441.5
4/26/1983,435.5
4/27/1983,434.3
4/28/1983,428.5
4/29/1983,429.3
5/2/1983,429.3
5/3/1983,433.5
5/4/1983,432.8
5/5/1983,433.8
5/6/1983,431.3
5/9/1983,434.0
5/10/1983,443.8
5/11/1983,443.0
5/12/1983,439.8
5/13/1983,441.3
5/16/1983,436.3
5/17/1983,440.8
5/18/1983,442.8
5/19/1983,442.6
5/20/1983,438.8
5/23/1983,432.8
5/24/1983,436.8
5/25/1983,441.8
5/26/1983,440.0
5/27/1983,437.3
5/30/1983,437.3
5/31/1983,437.5
6/1/1983,410.0
6/2/1983,412.5
6/3/1983,411.5
6/6/1983,407.8
6/7/1983,400.3
6/8/1983,403.0
6/9/1983,407.8
6/10/1983,411.3
6/13/1983,413.0
6/14/1983,407.9
6/15/1983,408.3
6/16/1983,412.5
6/17/1983,415.5
6/20/1983,415.8
6/21/1983,414.8
6/22/1983,420.5
6/23/1983,420.5
6/24/1983,423.5
6/27/1983,419.5
6/28/1983,416.0
6/29/1983,414.9
6/30/1983,416.0
7/1/1983,416.3
7/4/1983,416.0
7/5/1983,410.8
7/6/1983,411.7
7/7/1983,412.3
7/8/1983,426.0
7/11/1983,430.5
7/12/1983,429.0
7/13/1983,427.3
7/14/1983,426.3
7/15/1983,422.3
7/18/1983,422.4
7/19/1983,423.8
7/20/1983,428.3
7/21/1983,429.8
7/22/1983,423.5
7/25/1983,422.0
7/26/1983,425.5
7/27/1983,426.3
7/28/1983,425.5
7/29/1983,422.0
8/1/1983,411.3
8/2/1983,414.3
8/3/1983,411.0
8/4/1983,414.0
8/5/1983,409.8
8/8/1983,408.5
8/9/1983,413.0
8/10/1983,408.3
8/11/1983,411.8
8/12/1983,412.5
8/15/1983,416.0
8/16/1983,420.5
8/17/1983,422.5
8/18/1983,421.5
8/19/1983,417.8
8/22/1983,421.8
8/23/1983,426.4
8/24/1983,424.0
8/25/1983,423.3
8/26/1983,417.0
8/29/1983,417.0
8/30/1983,418.1
8/31/1983,414.3
9/1/1983,416.6
9/2/1983,417.5
9/5/1983,419.1
9/6/1983,418.3
9/7/1983,413.3
9/8/1983,414.0
9/9/1983,414.8
9/12/1983,415.8
9/13/1983,406.8
9/14/1983,401.8
9/15/1983,405.3
9/16/1983,405.5
9/19/1983,412.3
9/20/1983,412.4
9/21/1983,411.3
9/22/1983,407.8
9/23/1983,413.0
9/26/1983,415.0
9/27/1983,412.3
9/28/1983,413.6
9/29/1983,408.8
9/30/1983,405.0
10/3/1983,389.0
10/4/1983,393.5
10/5/1983,389.5
10/6/1983,394.0
10/7/1983,397.4
10/10/1983,401.0
10/11/1983,399.0
10/12/1983,394.8
10/13/1983,398.7
10/14/1983,398.8
10/17/1983,395.0
10/18/1983,397.3
10/19/1983,394.0
10/20/1983,389.8
10/21/1983,394.3
10/24/1983,394.5
10/25/1983,398.0
10/26/1983,392.6
10/27/1983,384.5
10/28/1983,387.8
10/31/1983,382.0
11/1/1983,377.8
11/2/1983,383.0
11/3/1983,377.8
11/4/1983,381.0
11/7/1983,379.0
11/8/1983,382.3
11/9/1983,383.0
11/10/1983,381.8
11/11/1983,382.0
11/14/1983,382.6
